Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
150 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",20/03/2023,4/4/2023,4703,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 46
120 Triệu/Tháng,180 m²,5 PN,6,---,"Địa chỉ:  Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",19/05/2023,3/6/2023,6655,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 63
65 Triệu/Tháng,108 m²,5 PN,6,---,"Địa chỉ:  590/2A Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",21/04/2023,6/5/2023,4968,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 91
50 Triệu/Tháng,159 m²,3 PN,3,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",19/04/2023,4/5/2023,5713,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 37
50 Triệu/Tháng,100 m²,6 PN,6,---,"Địa chỉ:  Đường Xuân Diệu, Phường 4, Tân Bình, Hồ Chí Minh",13/04/2023,28/04/2023,5498,Quận Tân Bình,Đường Xuân Diệu,Lượt xem: 65
90 Triệu/Tháng,400 m²,0 PN,0,---,"Địa chỉ:  284 Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",27/07/2023,11/8/2023,11097,Quận 10,Đường Lý Thường Kiệt,Lượt xem: 76
65 Triệu/Tháng,160 m²,7 PN,7,---,"Địa chỉ:  438A Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",7/3/2023,22/03/2023,3947,Quận 10,Đường 3/2,Lượt xem: 49
60 Triệu/Tháng,125 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",9/6/2023,24/06/2023,7660,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 29
165 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hoà, Phường 4, Tân Bình, Hồ Chí Minh",8/12/2023,22/12/2023,18179,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 6
650 Triệu/Tháng,4500 m²,0 PN,0,---,"Địa chỉ:  151a Đường Lý Thường Kiệt, Phường 6, Tân Bình, Hồ Chí Minh",1/7/2023,16/07/2023,9559,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 89
35 Triệu/Tháng,100 m²,2 PN,3,---,"Địa chỉ:  Đường Bạch Đằng, Phường 24, Bình Thạnh, Hồ Chí Minh",28/04/2023,13/05/2023,6029,Quận Bình Thạnh,Đường Bạch Đằng,Lượt xem: 93
70 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  Đường Bạch Đằng, Phường 15, Bình Thạnh, Hồ Chí Minh",2/12/2023,17/12/2023,17489,Quận Bình Thạnh,Đường Bạch Đằng,Lượt xem: 18
80 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",14/06/2023,29/06/2023,8395,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 65
450 Triệu/Tháng,250 m²,31 PN,10,---,"Địa chỉ:  Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh",26/11/2023,11/12/2023,17044,Quận 1,Đường Bùi Thị Xuân,Lượt xem: 8
380 Triệu/Tháng,175 m²,0 PN,0,---,"Địa chỉ:  Đường Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh",25/11/2023,10/12/2023,16969,Quận 1,Đường Cô Bắc,Lượt xem: 21
350 Triệu/Tháng,1390 m²,0 PN,0,---,"Địa chỉ:  cộng hòa, Phường 12, Tân Bình, Hồ Chí Minh",13/12/2023,27/12/2023,18953,Quận Tân Bình,,Lượt xem: 3
170 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  , Đường Cộng Hoà, Phường 12, Tân Bình, Hồ Chí Minh",4/12/2023,18/12/2023,17668,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 12
400 Triệu/Tháng,1300 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hoà, Phường 15, Tân Bình, Hồ Chí Minh",19/12/2023,2/1/2024,19984,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 9
350 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  cộng hòa, Phường 12, Tân Bình, Hồ Chí Minh",12/12/2023,26/12/2023,18861,Quận Tân Bình,,Lượt xem: 4
150 Triệu/Tháng,132 m²,0 PN,0,---,"Địa chỉ:  Đường Đặng Thai Mai, Phường 7, Phú Nhuận, Hồ Chí Minh",13/10/2023,28/10/2023,14018,Quận Phú Nhuận,Đường Đặng Thai Mai,Lượt xem: 45
240 Triệu/Tháng,156 m²,0 PN,0,---,"Địa chỉ:  221, Đường Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh",4/12/2023,18/12/2023,17721,Quận 3,Đường Hai Bà Trưng,Lượt xem: 12
144 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  Đường Hậu Giang, Phường 4, Tân Bình, Hồ Chí Minh",6/12/2023,20/12/2023,17881,Quận Tân Bình,Đường Hậu Giang,Lượt xem: 10
500 Triệu/Tháng,240 m²,0 PN,0,---,"Địa chỉ:  Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",27/11/2023,12/12/2023,17091,Quận Tân Bình,Đường Hoàng Việt,Lượt xem: 40
60 Triệu/Tháng,700 m²,0 PN,0,---,"Địa chỉ:  Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh",13/12/2023,27/12/2023,18966,Quận Tân Bình,Đường Hồng Hà,Lượt xem: 9
1 Tỷ 410 Triệu/Tháng,760 m²,0 PN,0,---,"Địa chỉ:  Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",2/12/2023,17/12/2023,17533,Quận Tân Bình,Đường Lạc Long Quân,Lượt xem: 4
88.8 Triệu/Tháng,217 m²,0 PN,0,---,"Địa chỉ:  Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",2/11/2023,17/11/2023,15272,Quận Phú Nhuận,Đường Lam Sơn,Lượt xem: 38
320 Triệu/Tháng,2268 m²,0 PN,0,---,"Địa chỉ:  Đường Lãnh Binh Thăng, Phường 11, Quận 11, Hồ Chí Minh",18/12/2023,1/1/2024,19939,Quận 11,Đường Lãnh Binh Thăng,Lượt xem: 11
90 Triệu/Tháng,420 m²,12 PN,7,---,"Địa chỉ:  Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",11/12/2023,25/12/2023,18630,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 7
65 Triệu/Tháng,107 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",24/10/2023,8/11/2023,14739,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 53
100 Triệu/Tháng,500 m²,12 PN,7,---,"Địa chỉ:  Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",9/12/2023,23/12/2023,18412,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 11
120 Triệu/Tháng,1600 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",16/06/2023,1/7/2023,8628,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 58
80 Triệu/Tháng,885 m²,0 PN,0,Đông Bắc,"Địa chỉ:  Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",16/12/2023,30/12/2023,19524,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 6
210 Triệu/Tháng,560 m²,0 PN,7,---,"Địa chỉ:  Đường Nam Kỳ Khởi Nghĩa, Phường 14, Quận 3, Hồ Chí Minh",15/12/2023,29/12/2023,19294,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 8
900/Tháng,5000 m²,0 PN,0,---,"Địa chỉ:  , Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",4/12/2023,18/12/2023,17715,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 8
304 Triệu/Tháng,850 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Chí Thanh, Phường 9, Quận 5, Hồ Chí Minh",18/12/2023,1/1/2024,19941,Quận 5,Đường Nguyễn Chí Thanh,Lượt xem: 9
100 Triệu/Tháng,450 m²,0 PN,7,---,"Địa chỉ:  Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",9/12/2023,23/12/2023,18320,Quận 1,Đường Nguyễn Công Trứ,Lượt xem: 11
390 Triệu/Tháng,665 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh",13/12/2023,27/12/2023,19082,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 8
380 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",16/11/2023,1/12/2023,16286,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 58
775 Triệu/Tháng,270 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Hồ Chí Minh",23/11/2023,8/12/2023,16806,Quận 1,Đường Nguyễn Du,Lượt xem: 33
250 Triệu/Tháng,1000 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Phúc Nguyên, Phường 9, Quận 3, Hồ Chí Minh",15/12/2023,29/12/2023,19236,Quận 3,Đường Nguyễn Phúc Nguyên,Lượt xem: 10
85 Triệu/Tháng,144 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",12/11/2023,27/11/2023,15941,Quận Tân Phú,Đường Nguyễn Sơn,Lượt xem: 29
200 Triệu/Tháng,170 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Thị Minh Khai, Phường 2, Quận 3, Hồ Chí Minh",6/12/2023,20/12/2023,17879,Quận 3,Đường Nguyễn Thị Minh Khai,Lượt xem: 15
822 Triệu/Tháng,240 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 11, Phú Nhuận, Hồ Chí Minh",27/10/2023,11/11/2023,14923,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 33
240 Triệu/Tháng,147 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",25/11/2023,10/12/2023,16943,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 5
65 Triệu/Tháng,100 m²,6 PN,6,---,"Địa chỉ:  Đường Nguyễn Văn Vĩnh, Phường 4, Tân Bình, Hồ Chí Minh",27/10/2023,11/11/2023,14888,Quận Tân Bình,Đường Nguyễn Văn Vĩnh,Lượt xem: 45
125 Triệu/Tháng,48 m²,0 PN,0,---,"Địa chỉ:  Đường Phạm Ngọc Thạch, Phường 7, Quận 3, Hồ Chí Minh",11/10/2023,26/10/2023,13891,Quận 3,Đường Phạm Ngọc Thạch,Lượt xem: 68
115 Triệu/Tháng,302 m²,0 PN,8,Tây Nam,"Địa chỉ:  Đường Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",11/12/2023,25/12/2023,18572,Quận 3,Đường Phạm Ngọc Thạch,Lượt xem: 12
350 Triệu/Tháng,300 m²,0 PN,0,---,"Địa chỉ:  Đường Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",2/12/2023,17/12/2023,17535,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 1
352 Triệu/Tháng,240 m²,0 PN,0,---,"Địa chỉ:  Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",26/11/2023,11/12/2023,17034,Quận Tân Bình,Đường Phổ Quang,Lượt xem: 10
840 Triệu/Tháng,520 m²,0 PN,0,---,"Địa chỉ:  , Đường Phùng Khắc Khoan, Phường Đa Kao, Quận 1, Hồ Chí Minh",4/12/2023,18/12/2023,17663,Quận 1,Đường Phùng Khắc Khoan,Lượt xem: 18
180 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Rạch Bùng Binh, Phường 10, Quận 3, Hồ Chí Minh",10/12/2023,24/12/2023,18466,Quận 3,Đường Rạch Bùng Binh,Lượt xem: 11
350 Triệu/Tháng,360 m²,0 PN,0,---,"Địa chỉ:  Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",2/12/2023,17/12/2023,17493,Quận 8,Đường Tạ Quang Bửu,Lượt xem: 12
350 Triệu/Tháng,100 m²,10 PN,11,---,"Địa chỉ:  Đường Tân Canh, Phường 1, Tân Bình, Hồ Chí Minh",23/10/2023,7/11/2023,14702,Quận Tân Bình,Đường Tân Canh,Lượt xem: 29
120 Triệu/Tháng,136 m²,0 PN,0,---,"Địa chỉ:  Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",23/11/2023,8/12/2023,16752,Quận Tân Phú,Đường Tân Hương,Lượt xem: 39
220 Triệu/Tháng,400 m²,11 PN,6,---,"Địa chỉ:  Đường Tân Sơn, Phường 12, Gò Vấp, Hồ Chí Minh",27/10/2023,11/11/2023,14908,Quận Gò Vấp,Đường Tân Sơn,Lượt xem: 35
987 Triệu/Tháng,270 m²,70 PN,72,---,"Địa chỉ:  Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Hồ Chí Minh",18/11/2023,3/12/2023,16420,Quận 1,Đường Thái Văn Lung,Lượt xem: 58
390 Triệu/Tháng,5100 m²,0 PN,0,---,"Địa chỉ:  Đường Thành Thái, Phường 15, Quận 10, Hồ Chí Minh",20/12/2023,3/1/2024,20174,Quận 10,Đường Thành Thái,Lượt xem: 9
140 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  Đường Thích Minh Nguyệt, Phường 2, Tân Bình, Hồ Chí Minh",13/10/2023,28/10/2023,14087,Quận Tân Bình,Đường Thích Minh Nguyệt,Lượt xem: 49
150 Triệu/Tháng,137 m²,0 PN,0,---,"Địa chỉ:  Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",6/12/2023,20/12/2023,17806,Quận 1,Đường Tôn Đức Thắng,Lượt xem: 19
160 Triệu/Tháng,2100 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Hồ Chí Minh",13/06/2023,28/06/2023,8211,Quận 1,Đường Trần Nhật Duật,Lượt xem: 50
125 Triệu/Tháng,315 m²,0 PN,4,---,"Địa chỉ:  Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",19/12/2023,2/1/2024,20054,Quận 5,Đường Trần Phú,Lượt xem: 9
80 Triệu/Tháng,360 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",12/12/2023,26/12/2023,18879,Quận 3,Đường Trần Quang Diệu,Lượt xem: 9
200 Triệu/Tháng,126 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",25/11/2023,10/12/2023,16913,Quận 1,Đường Trần Quang Khải,Lượt xem: 35
260 Triệu/Tháng,240 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Quốc Hoàn, Phường 2, Tân Bình, Hồ Chí Minh",8/11/2023,23/11/2023,15659,Quận Tân Bình,Đường Trần Quốc Hoàn,Lượt xem: 41
650 Triệu/Tháng,2772 m²,50 PN,0,---,"Địa chỉ:  Đường Trương Quốc Dung, Phường 10, Phú Nhuận, Hồ Chí Minh",12/12/2023,26/12/2023,18839,Quận Phú Nhuận,Đường Trương Quốc Dung,Lượt xem: 10
500 Triệu/Tháng,250 m²,7 PN,7,---,"Địa chỉ:  Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",26/10/2023,10/11/2023,14850,Quận Tân Bình,Đường Trường Sơn,Lượt xem: 37
480 Triệu/Tháng,207 m²,0 PN,0,---,"Địa chỉ:  Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",21/11/2023,6/12/2023,16636,Quận Bình Thạnh,Đường Ung Văn Khiêm,Lượt xem: 8
80 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  Đường Vườn Lài, Phường Tân Thành, Tân Phú, Hồ Chí Minh",16/10/2023,31/10/2023,14207,Quận Tân Phú,Đường Vườn Lài,Lượt xem: 39
1 Tỷ 400 Triệu/Tháng,555 m²,0 PN,0,---,"Địa chỉ:  Đường Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh",16/10/2023,31/10/2023,14178,Quận Tân Bình,Đường Yên Thế,Lượt xem: 25
600 Triệu/Tháng,174 m²,8 PN,8,---,"Địa chỉ:  324 Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",9/5/2023,24/05/2023,5591,Quận 3,Đường Nguyễn Thị Minh Khai,Lượt xem: 91
200 Triệu/Tháng,160 m²,32 PN,0,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",6/12/2023,20/12/2023,17900,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 14
100 Triệu/Tháng,200 m²,3 PN,4,---,"Địa chỉ:  Đường Tên Lửa, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",27/04/2023,12/5/2023,6066,Quận Bình Tân,Đường Tên Lửa,Lượt xem: 123
108 Triệu/Tháng,150 m²,0 PN,0,---,"Địa chỉ:  Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",12/10/2023,27/10/2023,13977,Quận Tân Bình,Đường Lạc Long Quân,Lượt xem: 35
150 Triệu/Tháng,200 m²,0 PN,6,---,"Địa chỉ:  Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",25/08/2023,9/9/2023,11611,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 73
150 Triệu/Tháng,240 m²,6 PN,7,---,"Địa chỉ:  Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",12/5/2023,27/05/2023,6446,Quận 1,Đường Nguyễn Bỉnh Khiêm,Lượt xem: 50
120 Triệu/Tháng,200 m²,5 PN,6,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",3/7/2023,18/07/2023,9645,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 74
60 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  Đường Phạm Văn Hai, Phường 2, Tân Bình, Hồ Chí Minh",2/6/2023,17/06/2023,7195,Quận Tân Bình,Đường Phạm Văn Hai,Lượt xem: 38
360 Triệu/Tháng,1100 m²,3 PN,4,---,"Địa chỉ:  Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",24/05/2023,8/6/2023,6925,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 55
130 Triệu/Tháng,800 m²,0 PN,0,---,"Địa chỉ:  Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",13/07/2023,28/07/2023,10012,Quận Tân Bình,Đường Phổ Quang,Lượt xem: 94
65 Triệu/Tháng,0 m²,6 PN,6,---,"Địa chỉ:  Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",7/2/2023,22/02/2023,3149,Quận 3,Đường Số 2 Cư xá Đô Thành,Lượt xem: 50
200 Triệu/Tháng,1761 m²,0 PN,0,---,"Địa chỉ:  Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",28/10/2023,12/11/2023,14955,Quận 2,Đường Bát Nàn,Lượt xem: 33
100 Triệu/Tháng,196 m²,7 PN,5,---,"Địa chỉ:  Đường Tô Ký, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",6/5/2023,21/05/2023,6227,Huyện Hóc Môn,Đường Tô Ký,Lượt xem: 109
30 Triệu/Tháng,126 m²,5 PN,5,---,"Địa chỉ:  Đường Trần Quốc Toản, Phường 7, Quận 3, Hồ Chí Minh",6/4/2023,21/04/2023,5238,Quận 3,Đường Trần Quốc Toản,Lượt xem: 141
214 Triệu/Tháng,1100 m²,0 PN,10,---,"Địa chỉ:  Đường Trần Khánh Dư, Phường Tân Định, Quận 1, Hồ Chí Minh",18/12/2023,1/1/2024,19914,Quận 1,Đường Trần Khánh Dư,Lượt xem: 7
352 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",16/05/2023,31/05/2023,6600,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 71
25 Triệu/Tháng,132 m²,0 PN,0,---,"Địa chỉ:  Đường Số 3 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",22/06/2023,7/7/2023,8963,Quận 3,Đường Số 3 Cư xá Đô Thành,Lượt xem: 59
220 Triệu/Tháng,1200 m²,0 PN,12,---,"Địa chỉ:  Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",18/12/2023,1/1/2024,19926,Quận Bình Thạnh,Đường Nguyễn Cửu Vân,Lượt xem: 10
99 Triệu/Tháng,90 m²,0 PN,5,---,"Địa chỉ:  Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",16/10/2023,31/10/2023,14211,Quận Tân Bình,Đường Cửu Long,Lượt xem: 35
180 Triệu/Tháng,130 m²,0 PN,0,---,"Địa chỉ:  Đường Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",26/10/2023,10/11/2023,14852,Quận Bình Thạnh,Đường Võ Oanh,Lượt xem: 39
165 Triệu/Tháng,735 m²,0 PN,7,---,"Địa chỉ:  Đường Cộng Hoà, Phường 4, Tân Bình, Hồ Chí Minh",10/12/2023,24/12/2023,18553,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 12
160 Triệu/Tháng,2117 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Tri Phương, Phường 8, Quận 10, Hồ Chí Minh",18/12/2023,1/1/2024,19915,Quận 10,Đường Nguyễn Tri Phương,Lượt xem: 9
150 Triệu/Tháng,156 m²,7 PN,7,---,"Địa chỉ:  Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",3/11/2023,18/11/2023,15320,Quận Bình Thạnh,Đường Nguyễn Xí,Lượt xem: 13
150 Triệu/Tháng,580 m²,0 PN,5,Đông Nam,"Địa chỉ:  Đường Phạm Đình Toái, Phường 6, Quận 3, Hồ Chí Minh",10/12/2023,24/12/2023,18564,Quận 3,Đường Phạm Đình Toái,Lượt xem: 9
65 Triệu/Tháng,150 m²,6 PN,7,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",30/09/2023,15/10/2023,6004,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 55
50 Triệu/Tháng,160 m²,4 PN,4,---,"Địa chỉ:  Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",23/02/2023,10/3/2023,2932,Quận Bình Thạnh,Đường Nơ Trang Long,Lượt xem: 61
38 Triệu/Tháng,95 m²,3 PN,4,---,"Địa chỉ:  42A Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",6/5/2023,21/05/2023,6226,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 75
1 Tỷ 100 Triệu/Tháng,378 m²,0 PN,0,---,"Địa chỉ:  Đường Huỳnh Mẫn Đạt, Phường 1, Quận 5, Hồ Chí Minh",18/10/2023,2/11/2023,14344,Quận 5,Đường Huỳnh Mẫn Đạt,Lượt xem: 35
230 Triệu/Tháng,2100 m²,0 PN,0,---,"Địa chỉ:  Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",13/06/2023,28/06/2023,8209,Quận Phú Nhuận,Đường Phổ Quang,Lượt xem: 82
60 Triệu/Tháng,600 m²,0 PN,0,---,"Địa chỉ:  Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",27/06/2023,12/7/2023,9357,Quận Phú Nhuận,Đường Hoa Lan,Lượt xem: 69
200 Triệu/Tháng,860 m²,8 PN,9,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",16/12/2023,30/12/2023,19395,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 9
220 Triệu/Tháng,200 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",12/10/2023,27/10/2023,13928,Quận Bình Thạnh,Đường Nguyễn Cửu Vân,Lượt xem: 56
150 Triệu/Tháng,700 m²,5 PN,6,---,"Địa chỉ:  Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",16/12/2023,30/12/2023,19519,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 11
200 Triệu/Tháng,255 m²,6 PN,7,---,"Địa chỉ:  11A Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Hồ Chí Minh",28/03/2023,12/4/2023,4982,Quận 3,Đường Huỳnh Tịnh Của,Lượt xem: 81
120 Triệu/Tháng,180 m²,6 PN,6,---,"Địa chỉ:  19A Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",1/4/2023,16/04/2023,5152,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 97
150 Triệu/Tháng,240 m²,8 PN,8,---,"Địa chỉ:  224-226 Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",18/03/2023,2/4/2023,4657,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 112
